Probe Set ID	Gene Symbol
1441683_at	---
1441684_at	Ttc3
1441685_at	Prosc
1441686_at	---
1441687_at	Wnt4
1441688_at	6430537I21Rik
1441689_at	Nup153
1441690_at	Cdh8
1441691_at	---
1441692_at	---
1441693_at	Adamts3
1441694_at	---
1441695_at	---
1441696_at	---
1441697_at	Maml1
1441698_at	---
1441699_at	Atp8b2
1441700_at	Slc4a8
1441701_at	---
1441702_at	---
1441703_at	Gm3217 /// Zfp787
1441704_at	---
1441705_at	AU015680
1441706_at	Dscaml1
1441707_at	Psma3
1441708_at	Spag16
1441709_at	Slc11a2
1441710_at	---
1441711_at	ENSMUSG00000054421
1441712_at	Usp49
1441713_at	Anapc7
1441714_at	Gm6600
1441715_at	---
1441716_at	---
1441717_at	D9Ertd596e
1441718_at	---
1441719_at	---
1441720_at	4921530L18Rik
1441721_at	---
1441722_at	---
1441723_at	Slc22a13
1441724_at	Stag1
1441725_at	6530402F18Rik
1441726_at	---
1441727_s_at	Zfp467
1441728_at	Scn1a
1441729_at	Lmx1b
1441730_at	---
1441731_at	---
1441732_at	---
1441733_s_at	Nup153
1441734_at	Camk2a
1441735_at	Olfr1344
1441736_at	---
1441737_s_at	Rassf1
1441738_at	---
1441739_at	---
1441740_at	---
1441741_at	1700024B05Rik /// 1700049E17Rik1 /// 4930503E14Rik /// Gm5622 /// Gm5798 /// Gm7233 /// Gm7995 /// Gm8104 /// Gm8126 /// Gm8267 /// LOC624112
1441742_at	Kcnh5
1441743_at	Pax3
1441744_at	---
1441745_at	---
1441746_at	---
1441747_at	---
1441748_at	---
1441749_at	4930447F24Rik
1441750_x_at	4930447F24Rik
1441751_at	AW493563
1441752_at	Art3
1441753_at	Rictor
1441754_at	---
1441755_at	Mapk15
1441756_at	---
1441757_at	1190002F15Rik
1441758_at	Rhot1
1441759_at	Gm10804
1441760_at	Gm12643
1441761_at	Sla
1441762_at	---
1441763_at	Zdhhc6
1441764_at	Prdm10
1441765_at	---
1441766_at	---
1441767_at	Zfp142
1441768_at	9430051O21Rik
1441769_at	---
1441770_at	Ppat
1441771_at	---
1441772_at	P2rx4
1441773_at	1700061N14Rik
1441774_at	---
1441775_at	---
1441776_at	Tspan11
1441777_at	Emx1
1441778_at	Adcyap1
1441779_at	9530006C21Rik
1441780_at	---
1441781_at	AI317158
1441782_at	Aak1
1441783_at	2410022M11Rik
1441784_at	---
1441785_at	Shisa6
1441786_at	---
1441787_at	---
1441788_s_at	Dkc1
1441789_at	---
1441790_at	---
1441791_at	---
1441792_at	A630033E08Rik
1441793_at	Rnf39
1441794_at	---
1441795_at	Snapc4
1441796_at	Fam136a
1441797_at	---
1441798_at	---
1441799_at	6030422H21Rik
1441800_at	Rabgap1
1441801_at	Kctd4
1441802_at	Spred2
1441803_at	Ipcef1
1441804_at	---
1441805_at	Gm2629
1441806_at	---
1441807_s_at	---
1441808_at	---
1441809_at	---
1441810_at	---
1441811_x_at	Tmem176a
1441812_at	Cyp2u1
1441813_at	Gm9484
1441814_s_at	Rpain
1441815_at	---
1441816_at	2900056M20Rik
1441817_at	1700099I09Rik
1441818_at	---
1441819_x_at	Timm50
1441820_at	Cdkl2
1441821_at	---
1441822_at	1700008F19Rik
1441823_at	Zmiz1
1441824_at	Mboat1
1441825_x_at	Ighmbp2
1441826_x_at	Ubtd1
1441827_x_at	Hsp90aa1
1441828_at	Stard5
1441829_s_at	Akap10
1441830_x_at	Akap10
1441831_x_at	Clcn5
1441832_at	Hdac10
1441833_at	---
1441834_x_at	---
1441835_x_at	Mtmr11
1441836_x_at	Gtsf1
1441837_at	Chrnb2
1441838_at	Ercc1
1441839_s_at	BC024814
1441840_x_at	Sbno2
1441841_at	Adamts16
1441842_s_at	Zfp707
1441843_s_at	5230400M03Rik
1441844_at	---
1441845_at	Caps2
1441846_x_at	---
1441847_at	---
1441848_at	---
1441849_at	1700052M09Rik
1441850_x_at	Tcn2
1441851_x_at	Ly6g6c
1441852_x_at	Atg16l1
1441853_at	---
1441854_at	---
1441855_x_at	Cxcl1
1441856_x_at	Tysnd1
1441857_x_at	Seh1l
1441858_at	---
1441859_x_at	---
1441860_x_at	Ide
1441861_at	1700018G05Rik
1441862_at	Ppox
1441863_x_at	Krt13
1441864_x_at	Cenpa
1441865_at	---
1441866_s_at	LOC674712 /// Ptdss1
1441867_x_at	4930534B04Rik
1441868_x_at	Dcst2
1441869_x_at	---
1441870_s_at	Pkd2
1441871_at	1810044D09Rik
1441872_x_at	---
1441873_at	Prl7a1
1441874_x_at	Prl7a1
1441875_at	1700063J08Rik
1441876_x_at	Zfp93
1441877_x_at	Tssc1
1441878_s_at	1810049H13Rik
1441879_x_at	Mkrn1
1441880_x_at	Tmem149
1441881_x_at	Fam101a
1441882_at	---
1441883_at	0610010O12Rik
1441884_x_at	Cx3cl1
1441885_s_at	---
1441886_at	Ccdc79
1441887_x_at	Gm6377
1441888_x_at	---
1441889_x_at	Racgap1
1441890_x_at	Tmeff1
1441891_x_at	Elovl7
1441892_x_at	---
1441893_at	Tex24
1441894_s_at	Grasp
1441895_x_at	---
1441896_x_at	---
1441897_at	B230120H23Rik
1441898_at	Ms4a15
1441899_x_at	Bcan
1441900_x_at	Hspbap1
1441901_x_at	Fahd2a
1441902_x_at	LOC100048058 /// Slc29a4
1441903_x_at	Metrnl
1441904_x_at	Fam114a1
1441905_x_at	Snrpn /// Snurf
1441906_x_at	Syap1
1441907_s_at	Cd93
1441908_x_at	Cd93
1441909_s_at	Nipal4
1441910_x_at	Ccne1
1441911_x_at	Gart
1441912_x_at	C2
1441913_at	Luzp2
1441914_x_at	Fgf3
1441915_s_at	Plin5
1441916_s_at	Odf3
1441917_s_at	Tmem40
1441918_x_at	Serpinb6e
1441919_x_at	Crat
1441920_x_at	Trmt2a
1441921_x_at	Esrrb
1441922_x_at	Vps11
1441923_s_at	Edn3
1441924_x_at	Edn3
1441925_at	Slc15a4
1441926_x_at	Tmie
1441927_at	Syt7
1441928_x_at	Ell
1441929_at	---
1441930_x_at	Vat1
1441931_x_at	Gss
1441932_at	---
1441933_x_at	Pigz
1441934_at	---
1441935_at	Ankra2
1441936_x_at	---
1441937_s_at	LOC100047214 /// Pink1
1441938_x_at	Cables1
1441939_x_at	2410003I16Rik
1441940_x_at	Klhdc8a
1441941_x_at	Serpinb5
1441942_x_at	Snupn
1441943_x_at	---
1441944_s_at	Gpr135
1441945_s_at	Abhd14a
1441946_at	Itih5
1441947_x_at	BC033915
1441948_x_at	Zfand3
1441949_x_at	Slc39a6
1441950_s_at	2010109A12Rik
1441951_x_at	2010109A12Rik
1441952_x_at	Lynx1
1441953_at	Stox2
1441954_s_at	H1fnt
1441955_s_at	LOC676674 /// Paip1
1441956_s_at	Cux1
1441957_x_at	2410076I21Rik
1441958_s_at	Ager
1441959_s_at	Jkamp
1441960_x_at	5730494M16Rik
1441961_at	Mtap9
1441962_at	Alox5
1441963_at	RP23-100C5.8
1441964_at	Qk
1441965_at	Ccdc38
1441966_at	Trpm3
1441967_at	Pddc1
1441968_at	Tspan9
1441969_at	Trim36
1441970_at	E430010N07Rik
1441971_at	---
1441972_at	6230424C14Rik
1441973_at	Zfp295
1441974_at	Camk4
1441975_at	Acpp
1441976_at	5430434G16Rik
1441977_at	9630023C09Rik
1441978_at	Aqp6
1441979_at	BC060267
1441980_at	C030007I09Rik
1441981_at	Tmprss11f
1441982_at	Taf7
1441983_at	---
1441984_at	Clspn
1441985_at	4933416C03Rik
1441986_at	Zcchc6
1441987_at	Mbd5
1441988_at	Ppm1k
1441989_at	Bnip2
1441990_at	Mre11a
1441991_at	BC039632
1441992_at	Rab14
1441993_at	Ap3s2
1441994_at	Pcdhb16
1441995_at	---
1441996_at	9530082P21Rik
1441997_at	Zfp184
1441998_at	---
1441999_at	---
1442000_at	Gm1964
1442001_at	Prkab2
1442002_at	7030402D04Rik
1442003_at	Diap2
1442004_at	Trim65
1442005_at	AW987390
1442006_at	---
1442007_at	Zmym5
1442008_at	---
1442009_at	Eif2c3
1442010_at	Casz1
1442011_at	A230065H16Rik
1442012_at	AU015791
1442013_at	Ccdc79
1442014_at	---
1442015_at	2500002B13Rik
1442016_at	D630004N19Rik
1442017_at	Nfs1
1442018_at	Btg1
1442019_at	---
1442020_at	Gm12863
1442021_at	Gnal
1442022_at	Themis
1442023_at	A530030E21Rik
1442024_at	---
1442025_a_at	---
1442026_at	---
1442027_at	Nbeal1
1442028_at	B4galnt2
1442029_at	Kcnq1ot1
1442030_at	---
1442031_at	Ccdc109a
1442032_at	BC030500
1442033_at	C1qtnf9
1442034_at	Fastkd1
1442035_at	Chrna5
1442036_a_at	---
1442037_at	---
1442038_at	Rbm26
1442039_at	Tox
1442040_at	Tmem125
1442041_at	LOC552876
1442042_at	---
1442043_at	Lhfpl4
1442044_at	---
1442045_at	---
1442046_at	Shroom2
1442047_at	Rreb1
1442048_at	Rnf11
1442049_at	---
1442050_at	Zfp608
1442051_at	Hist2h3c1
1442052_at	---
1442053_at	---
1442054_at	---
1442055_at	---
1442056_at	---
1442057_at	AA986695
1442058_s_at	Psmc3ip
1442059_at	Fxr1
1442060_at	Prepl
1442061_at	Btbd7
1442062_at	7120426M23Rik
1442063_at	Adamtsl1
1442064_at	AW556556
1442065_at	Arhgap17
1442066_at	C530028O21Rik
1442067_at	---
1442068_at	---
1442069_at	D5Wsu178e
1442070_at	Mllt10
1442071_at	Abce1
1442072_at	C230081A13Rik
1442073_at	Inpp1
1442074_at	---
1442075_at	AI314604
1442076_at	Cobl
1442077_at	2310076G05Rik
1442078_at	---
1442079_at	Sgms1
1442080_at	---
1442081_at	AU017455
1442082_at	C3ar1
1442083_at	Rsrc2
1442084_at	Prkrip1
1442085_at	Whsc1l1
1442086_at	---
1442087_at	H3f3a
1442088_at	---
1442089_at	Gm11563
1442090_at	8030463A06Rik
1442091_at	---
1442092_at	Fancd2
1442093_at	Adc
1442094_at	Ing5
1442095_at	Asxl3
1442096_at	Lrrc66
1442097_at	---
1442098_at	AU022434
1442099_at	Usp31
1442100_at	Inpp5f
1442101_at	Elfn1
1442102_at	---
1442103_at	Nipbl
1442104_at	---
1442105_at	Sh3rf3
1442106_at	Fancm
1442107_at	Flnb
1442108_at	---
1442109_at	---
1442110_at	Smyd3
1442111_at	D430033H22Rik
1442112_at	Vps18
1442113_at	5330417C22Rik
1442114_at	Gpn1
1442115_at	Fam38b
1442116_at	Gpr176
1442117_at	---
1442118_at	---
1442119_at	AI449212
1442120_at	G730007D18Rik
1442121_at	Arpp21
1442122_at	AI451458
1442123_at	2010012P19Rik
1442124_at	---
1442125_at	Krit1
1442126_at	---
1442127_at	---
1442128_at	---
1442129_at	---
1442130_at	Hsh2d
1442131_at	1700048M11Rik
1442132_at	---
1442133_at	Ado
1442134_at	Prr11
1442135_at	Ado
1442136_at	Ankib1
1442137_at	2010000I03Rik
1442138_at	Gpr62
1442139_at	---
1442140_at	Tnn
1442141_at	BC028454
1442142_at	2700050L05Rik
1442143_at	Ano4
1442144_at	Emid1
1442145_at	Atp13a3
1442146_at	---
1442147_at	---
1442148_at	Psip1
1442149_at	Tbc1d16
1442150_at	---
1442151_at	D230040A04Rik
1442152_at	4930513N10Rik
1442153_at	---
1442154_at	Zrsr2
1442155_at	4632427E13Rik
1442156_at	E030030I06Rik
1442157_at	---
1442158_at	Mast4
1442159_at	D2Ertd48e
1442160_at	Fam19a3
1442161_at	Igbp1
1442162_at	Wwp2
1442163_at	---
1442164_at	Blzf1
1442165_at	Armc9
1442166_at	Cpne5
1442167_at	Cyfip2
1442168_at	A230071A22Rik
1442169_at	Vldlr
1442170_at	---
1442171_at	Prpf40a
1442172_at	---
1442173_at	Phf3
1442174_at	Tspan18
1442175_at	C030027H14Rik
1442176_at	Arid5b
1442177_at	LOC677366 /// Slc6a5
1442178_at	---
1442179_at	9430053O09Rik
1442180_at	Dleu7
1442181_at	---
1442182_at	Dnajc19
1442183_at	Gm13238
1442184_at	---
1442185_at	---
1442186_at	Atxn7
1442187_at	Bdkrb2
1442188_at	---
1442189_at	Cyth1
1442190_at	---
1442191_at	5033411D12Rik
1442192_at	Tyms
1442193_at	A430028G04Rik
1442194_at	AU018552
1442195_at	BB283564
1442196_at	A930006K02Rik
1442197_at	AI480624
1442198_at	---
1442199_at	Btnl2
1442200_at	1810063B07Rik
1442201_at	---
1442202_at	Heatr7b1
1442203_at	LOC552880
1442204_at	Panx2
1442205_at	---
1442206_at	Mdga2
1442207_at	Atg16l2
1442208_at	Scn8a
1442209_at	---
1442210_at	Prox2
1442211_at	C78893
1442212_at	Cpd
1442213_at	LOC552908
1442214_at	---
1442215_at	Smo
1442216_at	---
1442217_at	---
1442218_at	Map3k9
1442219_at	---
1442220_at	---
1442221_at	---
1442222_at	Ifnar1
1442223_at	Enah
1442224_at	---
1442225_at	---
1442226_at	Sema3e
1442227_at	---
1442228_at	---
1442229_at	Pax9
1442230_at	---
1442231_at	AI616248
1442232_at	C530025M09Rik
1442233_at	---
1442234_at	Chst2
1442235_at	Plagl2
1442236_at	Zfand6
1442237_at	---
1442238_a_at	Kif6
1442239_at	---
1442240_at	Ctr9
1442241_at	---
1442242_at	C79127
1442243_at	Per3
1442244_at	Inadl
1442245_at	---
1442246_at	Gm9054
1442247_at	Zfp286
1442248_at	---
1442249_at	---
1442250_at	---
1442251_at	Vcpip1
1442252_at	Kif13a
1442253_at	Ercc2
1442254_at	---
1442255_at	---
1442256_at	Prkcd
1442257_at	---
1442258_at	Lonp2
1442259_at	---
1442260_at	Cdc42bpa
1442261_at	Gpr150
1442262_at	---
1442263_at	Rgs13
1442264_at	Rasgrp2
1442265_at	Fancc
1442266_at	AI662175
1442267_at	Stxbp4
1442268_a_at	---
1442269_at	---
1442270_at	---
1442271_at	Ckap5
1442272_at	---
1442273_at	Ccdc158
1442274_at	Zdhhc15
1442275_at	4933402J07Rik
1442276_at	---
1442277_at	Chka
1442278_at	Kdm5b
1442279_at	---
1442280_at	D2Ertd750e
1442281_at	---
1442282_at	Vmn2r84
1442283_at	---
1442284_at	Sart1
1442285_at	Syne2
1442286_at	---
1442287_at	---
1442288_at	Anxa6
1442289_at	Taf1d
1442290_at	Defb45
1442291_at	Lpar2
1442292_at	Arhgef6
1442293_at	Helz
1442294_at	A530053G22Rik
1442295_at	Arpc2
1442296_at	Wdr75
1442297_at	BB212172
1442298_at	---
1442299_at	EG622268 /// Mrpl27
1442300_at	Tshr
1442301_at	AW060742
1442302_at	Mpg
1442303_at	---
1442304_at	Gm3916
1442305_at	Gtpbp2
1442306_at	---
1442307_at	---
1442308_at	Smyd4
1442309_at	---
1442310_at	Pip4k2a
1442311_at	Zfr
1442312_at	Tbl1xr1
1442313_at	---
1442314_at	Nup188
1442315_at	Foxd2
1442316_x_at	Trp53bp1
1442317_at	---
1442318_at	---
1442319_at	Usp4
1442320_at	LOC553096
1442321_at	Commd2
1442322_at	---
1442323_at	---
1442324_at	---
1442325_at	Tbc1d24
1442326_at	Pcdh15
1442327_at	4930482J15Rik /// Gm3844 /// LOC100046145 /// Zfp640
1442328_at	Grin2d
1442329_at	Dclre1a
1442330_at	Srrm1
1442331_at	---
1442332_at	---
1442333_a_at	Scn9a
1442334_at	Gm13040 /// Gm13043 /// Gm13057
1442335_at	---
1442336_at	---
1442337_at	---
1442338_at	---
1442339_at	Stfa2l1
1442340_x_at	Cyr61
1442341_at	Kalrn
1442342_at	Sp6
1442343_at	---
1442344_at	---
1442345_at	1700031L13Rik
1442346_at	---
1442347_at	Lrp8
1442348_at	---
1442349_at	C630028N24Rik
1442350_at	---
1442351_a_at	BC029214
1442352_at	9430091N11Rik
1442353_at	Itpa
1442354_at	B230325K18Rik
1442355_at	Gm5914
1442356_at	Mga
1442357_at	Arhgef17
1442358_at	AA409587
1442359_at	Steap2
1442360_at	---
1442361_at	---
1442362_at	Gm104
1442363_at	1110012J17Rik
1442364_at	Mapk14
1442365_at	---
1442366_at	---
1442367_at	Atp11c
1442368_at	Kctd12b
1442369_at	4832406H04Rik
1442370_at	---
1442371_at	Lmbr1
1442372_at	---
1442373_at	---
1442374_at	D2Ertd127e
1442375_at	---
1442376_at	Ablim1
1442377_at	---
1442378_x_at	---
1442379_at	Gm6041
1442380_at	Lcn4
1442381_at	---
1442382_at	Mast4
1442383_at	---
1442384_at	---
1442385_at	---
1442386_at	Ppp4r1l
1442387_at	---
1442388_at	2410137F16Rik
1442389_at	Oas1f
1442390_at	---
1442391_at	4930519H02Rik
1442392_at	---
1442393_at	---
1442394_at	---
1442395_at	---
1442396_at	A730020M07Rik
1442397_at	Nfx1
1442398_at	LOC100047829 /// Ube2t
1442399_at	---
1442400_at	---
1442401_at	---
1442402_at	Sh3rf1
1442403_at	B130034C11Rik
1442404_at	---
1442405_at	---
1442406_at	9230104K21Rik
1442407_at	---
1442408_at	Sulf2
1442409_at	D9Wsu90e
1442410_at	Depdc5
1442411_at	---
1442412_at	Dnahc9
1442413_at	Kcna1
1442414_at	Rnf103
1442415_at	5830454E08Rik
1442416_at	D930001B02
1442417_at	Med8
1442418_at	B930096F20Rik
1442419_at	---
1442420_at	---
1442421_at	2900083I11Rik
1442422_at	---
1442423_at	Nrxn3
1442424_at	---
1442425_at	A030014E15Rik
1442426_at	Wapal
1442427_at	9630026M06Rik
1442428_at	---
1442429_at	---
1442430_at	BC048562
1442431_at	---
1442432_x_at	Atxn7l1
1442433_at	---
1442434_at	D8Ertd82e
1442435_at	---
1442436_at	Fn3k
1442437_at	---
1442438_at	---
1442439_at	W91776
1442440_at	---
1442441_at	Rnasek
1442442_at	---
1442443_at	---
1442444_at	---
1442445_at	2610027H17Rik
1442446_at	Zfp523
1442447_at	---
1442448_at	1810064F22Rik
1442449_at	Slc6a2
1442450_at	D2Ertd501e
1442451_at	---
1442452_at	Stradb
1442453_at	Fcho2
1442454_at	Top2a
1442455_at	C79845
1442456_at	Spata5
1442457_at	---
1442458_at	---
1442459_at	Adamts19
1442460_at	---
1442461_at	Gfod1
1442462_at	---
1442463_at	---
1442464_at	Fbxl20
1442465_s_at	Strbp
1442466_a_at	Hisppd2a
1442467_at	Nav2
1442468_at	Gm3501
1442469_at	---
1442470_at	---
1442471_at	---
1442472_at	Ttc21a
1442473_at	---
1442474_at	---
1442475_at	D14Ertd574e
1442476_at	Ift81
1442477_at	Ambra1
1442478_at	---
1442479_at	---
1442480_at	---
1442481_at	Gm9648
1442482_at	---
1442483_at	---
1442484_at	D9Ertd306e
1442485_at	---
1442486_at	---
1442487_at	D14Ertd24e
1442488_at	---
1442489_at	D1Ertd564e
1442490_at	C130090I23Rik
1442491_at	Dpp10
1442492_at	DXErtd11e
1442493_at	---
1442494_at	C79242
1442495_at	---
1442496_at	---
1442497_at	Smchd1
1442498_at	C78662
1442499_at	Cdv3
1442500_at	C77406
1442501_at	Nrxn1
1442502_at	Lrch1
1442503_at	---
1442504_at	---
1442505_at	---
1442506_at	---
1442507_at	Whrn
1442508_at	Proca1
1442509_at	---
1442510_at	LOC622307
1442511_at	Ipo7
1442512_at	Gm3426
1442513_at	BC016423
1442514_a_at	Ell3
1442515_at	---
1442516_at	D2Ertd623e
1442517_a_at	9630013A20Rik
1442518_at	C030044O21Rik
1442519_at	---
1442520_at	---
1442521_at	---
1442522_at	---
1442523_at	Gm5124
1442524_at	---
1442525_at	---
1442526_at	C77681
1442527_at	---
1442528_at	Xpo4
1442529_at	---
1442530_at	---
1442531_at	D12Ertd123e
1442532_at	---
1442533_at	---
1442534_at	---
1442535_at	---
1442536_at	6430590A07Rik
1442537_at	---
1442538_at	---
1442539_at	---
1442540_at	C77609
1442541_at	Oaz2
1442542_at	Eya4
1442543_at	---
1442544_at	Igh-6
1442545_at	---
1442546_at	C730027H18Rik
1442547_at	---
1442548_at	---
1442549_at	Mbnl3
1442550_at	---
1442551_at	---
1442552_at	Thsd4
1442553_at	Mapre2
1442554_s_at	Kalrn
1442555_at	Kcnd3
1442556_at	---
1442557_at	---
1442558_at	Gm10421
1442559_at	Gm10062
1442560_at	---
1442561_at	---
1442562_at	Zfp827
1442563_at	Tmem8
1442564_at	---
1442565_at	Pcdh10
1442566_at	C78878
1442567_at	Zbtb24
1442568_at	---
1442569_at	---
1442570_at	---
1442571_at	---
1442572_at	---
1442573_at	Ccdc76
1442574_at	---
1442575_at	---
1442576_at	Creb5
1442577_at	C330006K01Rik
1442578_at	Rfx2
1442579_at	9330111N05Rik
1442580_at	A530020G20Rik
1442581_at	Ksr1
1442582_at	Gcet2
1442583_a_at	AI854703
1442584_at	---
1442585_at	B230220N19Rik
1442586_at	Socs2
1442587_at	---
1442588_at	Gm5101
1442589_at	---
1442590_at	Tnfrsf22 /// Tnfrsf23
1442591_at	---
1442592_at	---
1442593_at	---
1442594_at	Ttk
1442595_at	---
1442596_at	Klhdc2
1442597_at	C79122
1442598_at	Prkrip1
1442599_at	Slc12a9
1442600_at	---
1442601_at	Gmeb1
1442602_at	---
1442603_at	---
1442604_at	Ercc6
1442605_at	---
1442606_at	---
1442607_a_at	---
1442608_at	Layn
1442609_at	---
1442610_at	Plxdc1
1442611_at	4930592C13Rik
1442612_at	C730036E19Rik
1442613_at	Spon1
1442614_at	Il1rap
1442615_at	---
1442616_at	Grasp
1442617_at	---
1442618_at	---
1442619_at	---
1442620_at	---
1442621_at	C77798
1442622_at	---
1442623_at	Mef2a
1442624_at	C920008N22Rik
1442625_at	---
1442626_at	---
1442627_at	---
1442628_at	---
1442629_at	---
1442630_at	---
1442631_at	---
1442632_at	---
1442633_at	---
1442634_at	---
1442635_at	---
1442636_at	---
1442637_at	Itsn1
1442638_at	---
1442639_at	---
1442640_at	---
1442641_at	---
1442642_at	---
1442643_at	Kdm6b
1442644_at	---
1442645_at	Atp2b3
1442646_at	---
1442647_at	Yipf1
1442648_at	Zfp563
1442649_at	1500009L16Rik
1442650_at	---
1442651_at	---
1442652_at	Gm410
1442653_at	---
1442654_at	A530054K11Rik
1442655_at	Dnmt3b
1442656_at	Elovl6
1442657_at	D1Ertd273e
1442658_at	Ndufb2
1442659_at	Pcdh9
1442660_at	---
1442661_at	Dhrs7b
1442662_at	Tmem167
1442663_at	C430048L16Rik
1442664_at	---
1442665_at	C77874
1442666_at	D9Ertd12e
1442667_at	Cdc40
1442668_at	---
1442669_at	---
1442670_at	---
1442671_at	---
1442672_at	0610040F04Rik
1442673_at	---
1442674_at	---
1442675_at	---
1442676_at	Maoa
1442677_at	---
1442678_at	Ccdc28b
1442679_at	---
1442680_at	---
1442681_at	---
1442682_at	---
1442683_at	Hmg20a
1442684_x_at	Hmg20a
1442685_at	---
1442686_at	---
1442687_at	1700064N11Rik
1442688_at	---
1442689_at	---
1442690_at	Tmem143
1442691_at	---
1442692_at	---
1442693_at	Gm8833
1442694_at	---
1442695_at	---
1442696_at	---
1442697_at	---
1442698_at	---
1442699_at	---
1442700_at	Pde4b
1442701_at	---
1442702_at	---
1442703_at	AK220484
1442704_at	---
1442705_at	C76938
1442706_at	Nelf
1442707_at	Camk2a
1442708_at	---
1442709_at	---
1442710_at	---
1442711_at	---
1442712_at	Gm2090
1442713_at	Gm4665
1442714_at	D130037M23Rik
1442715_at	---
1442716_at	---
1442717_at	---
1442718_at	---
1442719_at	Prmt3
1442720_at	---
1442721_at	---
1442722_at	---
1442723_at	---
1442724_at	Dlk1
1442725_at	---
1442726_s_at	AI845619
1442727_at	---
1442728_at	---
1442729_at	---
1442730_at	Arih1
1442731_at	Pds5a
1442732_at	Hadhb
1442733_at	4922501C03Rik
1442734_at	---
1442735_at	---
1442736_at	Klhl11
1442737_at	---
1442738_at	---
1442739_at	BC031441
1442740_at	Prdm5
1442741_at	Mcc
1442742_at	Atp2c1
1442743_at	---
1442744_at	Rbm39
1442745_x_at	Rbm39
1442746_at	Gm2043
1442747_at	---
1442748_at	Btbd3
1442749_at	Braf
1442750_at	---
1442751_at	Trio
1442752_at	---
1442753_at	Tnfaip8
1442754_at	C030013G03Rik
1442755_at	---
1442756_at	---
1442757_at	Lrch1
1442758_at	---
1442759_at	Akt1
1442760_x_at	---
1442761_at	---
1442762_at	Ttll10
1442763_s_at	Ttll10
1442764_at	Suv420h1
1442765_at	---
1442766_at	---
1442767_s_at	Uba1
1442768_at	E130112L23Rik
1442769_at	Mybpc1
1442770_at	Zfp652
1442771_at	---
1442772_at	---
1442773_at	---
1442774_x_at	---
1442775_at	---
1442776_at	---
1442777_at	---
1442778_at	AA511254
1442779_at	1700071K01Rik
1442780_at	---
1442781_at	---
1442782_at	---
1442783_x_at	Rpusd2
1442784_at	Zfp608
1442785_at	---
1442786_s_at	Rufy3
1442787_at	---
1442788_at	Afap1
1442789_at	---
1442790_at	---
1442791_x_at	6720407P12Rik
1442792_x_at	4930471M23Rik
1442793_s_at	LOC100046166 /// Tbrg4
1442794_at	Col8a1
1442795_x_at	1700016G05Rik
1442796_at	Atf7ip2
1442797_x_at	Cmtm2a
1442798_x_at	Hk3
1442799_x_at	Nudcd3
1442800_x_at	Fam181b
1442801_x_at	Tm7sf3
1442802_x_at	Bat2
1442803_at	---
1442804_at	Fgr
1442805_at	A130086G11Rik
1442806_at	9430030N17Rik
1442807_at	---
1442808_at	Txnl4a
1442809_at	Scn9a
1442810_x_at	Scn9a
1442811_at	Rgmb
1442812_at	Gm10482
1442813_at	---
1442814_at	---
1442815_at	Pex19
1442816_at	Hs3st3b1
1442817_at	A730091E23Rik
1442818_at	Gm9636
1442819_at	Rhbdl2
1442820_at	---
1442821_at	---
1442822_at	---
1442823_at	Shank2
1442824_at	8030497I03Rik
1442825_at	---
1442826_at	---
1442827_at	Tlr4
1442828_at	Ifi203
1442829_at	---
1442830_at	Nusap1
1442831_at	---
1442832_at	Ankrd52
1442833_at	D15Ertd30e
1442834_at	---
1442835_at	---
1442836_at	Xpo7
1442837_at	---
1442838_at	Gm11691
1442839_at	---
1442840_at	---
1442841_at	---
1442842_at	Hspbap1
1442843_at	4933411D12Rik
1442844_at	A830052D11Rik
1442845_at	C130075A20Rik
1442846_at	---
1442847_at	---
1442848_at	---
1442849_at	Lrp1
1442850_at	AU045717
1442851_at	C79818
1442852_at	---
1442853_at	Eme2
1442854_at	---
1442855_at	Dopey1
1442856_at	Adm2
1442857_at	---
1442858_at	Mycbp2
1442859_at	---
1442860_at	Dgkb
1442861_at	---
1442862_at	---
1442863_at	Cacna2d4
1442864_at	Esrra
1442865_at	Dgkk
1442866_at	Rcsd1
1442867_at	---
1442868_at	C130026L21Rik
1442869_at	Dok7
1442870_at	---
1442871_at	Gm3870
1442872_at	Kri1
1442873_at	---
1442874_at	---
1442875_at	---
1442876_at	---
1442877_at	---
1442878_at	Prdx6
1442879_at	---
1442880_at	---
1442881_at	---
1442882_at	---
1442883_s_at	Fam108a
1442884_at	Hgf
1442885_at	Scap
1442886_at	---
1442887_at	AI853363
1442888_at	---
1442889_at	---
1442890_at	---
1442891_at	AU023386
1442892_at	---
1442893_at	---
1442894_at	Dnahc6
1442895_at	---
1442896_at	Hspa12a
1442897_at	Fam13b
1442898_at	---
1442899_at	---
1442900_at	---
1442901_at	Tax1bp1
1442902_at	Qrich2
1442903_at	4732423E21Rik
1442904_at	Chst2
1442905_at	---
1442906_at	---
1442907_at	---
1442908_at	---
1442909_at	---
1442910_at	---
1442911_at	Riok2
1442912_at	---
1442913_at	---
1442914_at	---
1442915_at	Slc9a4
1442916_at	---
1442917_at	Gm11627
1442918_at	Nav3
1442919_at	Sh3pxd2b
1442920_at	Klf3
1442921_at	---
1442922_at	Chfr
1442923_at	Ptk6
1442924_at	---
1442925_at	Smg1
1442926_at	1700011B04Rik
1442927_at	Ptk2b
1442928_at	---
1442929_at	---
1442930_at	AW061147
1442931_at	---
1442932_at	C79709
1442933_at	Foxk2
1442934_at	C81608
