Display_Name	Portion_Default	Portion_Display_Name	Calories	Saturated_Fats
Bean burrito	1	medium burrito	295.36	2.1442
Bean and cheese burrito	1	Taco Bell burrito	518.76	12.1572
Bean and cheese burrito	2	medium burrito	372.04	8.7188
Beef and cheese enchilada	1	enchilada	213.15	5.0715
Chicken enchilada	1	enchilada	202.86	1.3356
Bean enchilada	1	enchilada	179.36	1.2154
Cheese enchilada	1	enchilada	226.44	7.0992
Beef taco with cheese and lettuce	1	taco or tostada	219.96	3.939
Beef taco (cheese, lettuce, tomato, salsa)	1	taco or tostada	172.64	3.8014
Chicken & cheese quesadilla	1	quesadilla	563.04	14.60776
Taquitoes	1	taquito	190.8	2.9592
Chicken fajitas with veggies & guacamole	1	fajita	361.26	2.5868
Chicken fajitas with veggies & guacamole	2	McDonald's fajita	132.84	0.9512
Beef fajitas with veggies	1	fajita	396.94	5.8426
Cheese pizza, thin crust	1	slice (1/8 med pizza)	163.8	2.8035
Cheese pizza, thin crust	2	large pizza	510.9	8.74425
Cheese pizza, thin crust	2	medium pizza	326.95	5.59587
Cheese pizza, thin crust	2	big slice (1/8 lg pizza)	255.45	4.37213
Cheese pizza, thin crust	2	small pizza (8" across)	478.4	8.188
Cheese pizza, thick crust	1	slice (1/8 med pizza)	203.06	2.6128
Cheese pizza, thick crust	2	large pizza	634.205	8.1604
Cheese pizza, thick crust	2	medium pizza	405.405	5.2164
Cheese pizza, thick crust	2	French bread pizza	210.21	2.7048
Cheese pizza, thick crust	2	Bagel Bite	62.92	0.8096
Cheese pizza, thick crust	2	big slice (1/8 lg pizza)	317.1025	4.0802
Cheese pizza, thick crust	2	small pizza (8" across)	709.28	9.1264
Vegetable pizza, thin crust	1	slice (1/8 med pizza)	149.1	2.457
Vegetable pizza, thin crust	2	large pizza	465.405	7.66935
Vegetable pizza, thin crust	2	medium pizza	298.2	4.914
Vegetable pizza, thin crust	2	big slice (1/8 lg pizza)	232.7025	3.83468
Vegetable pizza, thin crust	2	small pizza (8" across)	451.56	7.4412
Vegetable pizza, thick crust	1	slice (1/8 med pizza)	192.66	2.4258
Vegetable pizza, thick crust	2	large pizza	602.0625	7.58063
Vegetable pizza, thick crust	2	medium pizza	385.32	4.8516
Vegetable pizza, thick crust	2	French bread pizza	216.125	2.72125
Vegetable pizza, thick crust	2	big slice (1/8 lg pizza)	301.03125	3.79031
Vegetable pizza, thick crust	2	small pizza (8" across)	681.72	8.5836
Meat pizza, thin crust	1	slice (1/8 med pizza)	208.03	4.2813
Meat pizza, thin crust	2	large pizza	649.7275	13.37153
Meat pizza, thin crust	2	medium pizza	415.3275	8.54753
Meat pizza, thin crust	2	big slice (1/8 lg pizza)	324.86375	6.68576
Meat pizza, thin crust	2	small pizza (8" across)	559.63	11.5173
Meat pizza, thick crust	1	slice (1/8 med pizza)	243.32	3.8552
Meat pizza, thick crust	2	large pizza	759.22	12.0292
Meat pizza, thick crust	2	medium pizza	485.87	7.6982
Meat pizza, thick crust	2	French bread pizza	244.86	3.8796
Meat pizza, thick crust	2	big slice (1/8 lg pizza)	379.61	6.0146
Meat pizza, thick crust	2	small pizza (8" across)	785.4	12.444
Meat & veggie pizza, thin crust	1	slice (1/8 med pizza)	192.76	3.8315
Meat & veggie pizza, thin crust	2	large pizza	601.46	11.95525
Meat & veggie pizza, thin crust	2	medium pizza	384.91	7.65088
Meat & veggie pizza, thin crust	2	big slice (1/8 lg pizza)	300.73	5.97763
Meat & veggie pizza, thin crust	2	small pizza (8" across)	570.96	11.349
Meat & veggie pizza, thick crust	1	slice (1/8 med pizza)	233.16	3.6192
Meat & veggie pizza, thick crust	2	large pizza	727.62	11.2944
Meat & veggie pizza, thick crust	2	medium pizza	465.65	7.228
Meat & veggie pizza, thick crust	2	French bread pizza	234.5	3.64
Meat & veggie pizza, thick crust	2	big slice (1/8 lg pizza)	363.81	5.6472
Meat & veggie pizza, thick crust	2	small pizza (8" across)	798.64	12.3968
Meat & cheese calzone or stromboli	1	calzone or stromboli	737.76	13.3984
Pizza rolls or bites	1	miniature roll	42	0.7826
Egg roll with vegetables	1	egg roll	100.48	1.2288
Egg roll with vegetables	2	miniature egg roll	20.41	0.2496
Egg roll with meat	1	egg roll	112.64	1.44
Egg roll with meat	2	miniature egg roll	22.88	0.2925
Fried wonton	1	wonton	53.96	0.8208
Fried wonton	2	pot sticker	85.2	1.296
Steamed dumpling, meat filled	1	dumpling	41.44	0.2701
Quiche (with meat, poultry or fish)	1	piece (1/8 of 9" quiche)	568.32	20.1792
Quiche (with meat, poultry or fish)	2	individual quiche	334.48	11.8763
Spinach quiche	1	piece (1/8 of 9" quiche)	341.77	12.0549
Spinach quiche	2	individual quiche	270.07	9.5259
Meat and cheese turnover (Hot Pockets)	1	turnover	358.08	6.576
Sausage, egg, and cheese croissant	1	croissant	539.01	17.0448
Meat lasagna	1	piece (about 2-1/2" x 4")	321.36	6.3036
Meat lasagna	2	cup	390	7.65
Spinach lasagna (vegetarian)	1	piece (about 2-1/2" x 4")	279.21	4.9259
Spinach lasagna (vegetarian)	2	cup	307.5	5.425
Meat ravioli with tomato sauce	1	cup	104.165	0.7279
Meat ravioli with tomato sauce	2	can (15 oz)	176.375	1.2325
Meat ravioli with tomato sauce	2	piece	27.39	0.1914
Cheese ravioli (no sauce)	1	cup	185.2	4.896
Cheese ravioli (no sauce)	2	piece	34.725	0.918
Spaghetti with tomato sauce (meatless)	1	cup	250.48	0.4712
Spaghetti with meat sauce	1	cup	349.68	3.7944
Cheese manicotti with tomato sauce	1	manicotti	457.6	11.2112
Cheese manicotti with tomato sauce	2	cup	376	9.212
Fried rice (plain)	1	cup	125.33	0.7553
Chicken or pork fried rice	1	cup	166.32	1.1088
Shrimp fried rice	1	cup	161.37	0.9801
Nigiri sushi (with fish and veggies)	1	piece	36.4	0.0234
Nigiri sushi (with fish and veggies)	2	cup	58.1	0.03735
Maki sushi (rolled sushi with veggies)	1	piece	30.42	0.0156
Maki sushi (rolled sushi with veggies)	2	cup	48.555	0.0249
Rice and beans	1	cup	195.98	1.0277
Rice with tomato sauce	1	cup	126.36	0.30375
Stuffed pepper (with rice and meat)	1	pepper with filling	208.6	4.6786
Spanish rice	1	cup	105.705	0.25515
Rice with vegetables	1	cup	139.05	0.9476
Wrap sandwich (meat, vegetables, rice)	1	wrap	818.37	8.85052
Lucky Charms cereal	2	single serving box	110.2	0.232
Raisin bran cereal	1	cup	194.59	0.3355
Raisin bran cereal	2	single serving box	124.41	0.2145
Rice Chex cereal	1	cup	124.41	0.132
Rice Krispies cereal	1	cup	93.6	0.0962
Rice Krispies cereal	2	single serving box	90	0.0925
Special K cereal	1	cup	117.49	0.1085
Special K cereal	2	single serving box	79.59	0.0735
Corn Pops cereal	1	cup	117.8	0.0713
Corn Pops cereal	2	single serving box	106.4	0.0644
Frosted Flakes cereal	1	cup	150.47	0.0697
Frosted Flakes cereal	2	single serving box	117.44	0.0544
Total cereal	1	cup	106.92	0.1749
Total cereal	2	single serving box	91.854	0.15026
Trix cereal	1	cup	117.3	0.18
Trix cereal	2	single serving box	105.57	0.162
Shredded wheat cereal	1	cup spoon size biscuits	170	0.16
Shredded wheat cereal	2	rectangular biscuit	81.6	0.0768
Wheaties cereal	1	cup	106.5	0.18
Wheat bran, unprocessed	1	cup	31.32	0.09135
Beef burrito (no beans)	1	small burrito	296.64	4.6848
Beef and bean burrito	1	medium burrito	330.86	4.1038
Beef and cheese burrito (no beans)	1	Taco Bell burrito	689.04	21.5028
Beef and cheese burrito (no beans)	2	medium burrito	494.16	15.4212
Beef, bean, and cheese burrito	1	Taco Bell burrito	670.65	17.799
Beef, bean, and cheese burrito	2	medium burrito	615.42	16.3332
Beef, bean, and cheese burrito	2	Taco Bell Big Beef	765.33	20.3118
Beef taco (cheese, lettuce, tomato, salsa)	2	Taco Bell Grande	339.04	7.4654
Beef soft taco	1	taco	262.2	4.7012
Chicken soft taco	1	taco	250.88	2.8544
Bean taco (cheese, lettuce, tomato, salsa)	1	taco or tostada	143.44	2.244
Taco salad with beef, cheese, corn chips	1	salad (fast food order)	366.56	7.7256
Taco salad with beef, cheese, corn chips	2	cup	192.76	4.0626
Tamale (with meat or chicken)	1	tamale	133	2.583
Cheese nachos	1	Taco Bell order	471.7	14.9672
Cheese nachos	2	cup	258.1	8.1896
Beef and bean nachos	1	Nachos Supreme	566.28	11.7018
Beef and bean nachos	2	cup	251.68	5.2008
Chicken nachos	1	order	543.32	13.066
Chicken nachos	2	cup	251.43	6.0465
Beef chimachanga	1	chimichanga	337.48	7.5402
Chicken chimichanga	1	chimichanga	558.15	11.4741
Chicken chimichanga	2	order (4 mini pieces)	631.35	12.9789
Cheese quesadilla	1	quesadilla	498.42	13.774
Meat and cheese quesadilla	1	quesadilla	605.36	16.1736
Fried pork chop (eat lean only)	1	medium	153	2.7608
Fried pork chop (eat lean only)	2	large	220.5	3.9788
Fried pork chop (eat lean only)	2	small or thin cut	83.25	1.5022
Fried pork chop (eat lean only)	2	ounces after cooking	234	4.2224
Breaded pork chop (eat lean & fat)	1	medium	304.32	5.424
Breaded pork chop (eat lean & fat)	2	large	440.63	7.8535
Breaded pork chop (eat lean & fat)	2	small or thin cut	164.84	2.938
Breaded pork chop (eat lean & fat)	2	ounces after cooking	359.478	6.4071
Breaded pork chop (eat lean only)	1	medium	226.4	3.048
Breaded pork chop (eat lean only)	2	large	331.11	4.4577
Breaded pork chop (eat lean only)	2	small or thin cut	124.52	1.6764
Breaded pork chop (eat lean only)	2	ounces after cooking	339.6	4.572
Roast pork tenderloin	1	ounces after cooking	195.048	2.40408
Smoked ham (lean)	1	medium slice	65.94	0.7728
Smoked ham (lean)	2	thick slice	98.91	1.1592
Smoked ham (lean)	2	thin slice	32.97	0.3864
Smoked ham (lean)	2	ounces, boneless	178.038	2.08656
Roast pork (lean)	1	medium slice	87.36	1.4658
Roast pork (lean)	2	thick slice	131.04	2.1987
Roast pork (lean)	2	thin slice	43.68	0.7329
Roast pork (lean)	2	ounces, boneless	235.872	3.95766
Canadian bacon	1	slice	42.55	0.6532
Canadian bacon	2	ounce	51.8	0.7952
Bacon	1	medium slice, cooked	43.28	1.0992
Bacon	2	thick slice, cooked	64.92	1.6488
Bacon	2	thin slice, cooked	27.05	0.687
Pork spareribs (eat lean & fat)	1	large cut (3 ribs)	533.25	14.9445
Pork spareribs (eat lean & fat)	2	large rib	177.75	4.9815
Pork spareribs (eat lean & fat)	2	medium rib	138.25	3.8745
Pork spareribs (eat lean & fat)	2	small rib	98.75	2.7675
Pork spareribs (eat lean only)	1	large cut (3 ribs)	205	3.65
Pork spareribs (eat lean only)	2	large rib	67.65	1.2045
Pork spareribs (eat lean only)	2	medium rib	53.3	0.949
Pork spareribs (eat lean only)	2	small rib	36.9	0.657
BBQ spareribs & sauce (eat lean & fat)	1	medium rib	124	3.224
BBQ spareribs & sauce (eat lean & fat)	2	large rib	161.2	4.1912
BBQ spareribs & sauce (eat lean & fat)	2	small rib	89.9	2.3374
BBQ spareribs & sauce (eat lean only)	1	medium rib	66.3	1.212
BBQ spareribs & sauce (eat lean only)	2	large rib	83.98	1.5352
BBQ spareribs & sauce (eat lean only)	2	small rib	46.41	0.8484
Fried pork rinds	1	cup, pieces	174.4	3.6384
Fried pork rinds	2	bag (2 oz)	310.65	6.4809
Lamb chop	1	large chop	223.6	4.004
Lamb chop	2	medium chop	167.7	3.003
Lamb chop	2	small chop	111.8	2.002
Lamb chop	2	ounces after cooking	243.81	4.3659
Broiled veal chop	1	medium 	230.05	5.58112
Broiled veal chop	2	large	292.4	7.09376
Broiled veal chop	2	ounces after cooking	197.8	4.79872
Veal cutlet or steak, fried	1	cutlet	139.37	0.9779
Veal cutlet or steak, fried	2	ounces after cooking	205.254	1.44018
Roasted veal	1	medium slice 	96.6	1.79004
Roasted veal	2	thick slice 	144.9	2.68506
Roasted veal	2	thin slice 	48.3	0.89502
Roasted veal	2	ounces, boneless	260.82	4.83311
Roasted venison	1	ounces after cooking	215.46	2.19996
Battered fried chicken (eat skin)	1	medium piece	249.4	3.7066
Battered fried chicken (eat skin)	2	large piece	406	6.034
Battered fried chicken (eat skin)	2	small piece	142.1	2.1119
Battered fried chicken (eat skin)	2	ounces after cooking	328.86	4.88754
Baked chicken breast (eat skin)	1	medium breast	191.1	2.1266
Baked chicken breast (eat skin)	2	white meat quarter	302.25	3.3635
Baked chicken breast (eat skin)	2	large breast	216.45	2.4087
Baked chicken breast (eat skin)	2	small breast	163.8	1.8228
Baked chicken breast (eat skin)	2	ounces after cooking	221.13	2.46078
Baked chicken breast (no skin)	1	medium breast	141.04	0.86
Baked chicken breast (no skin)	2	white meat quarter	206.64	1.26
Baked chicken breast (no skin)	2	large breast	160.72	0.98
Baked chicken breast (no skin)	2	small breast	123	0.75
Baked chicken breast (no skin)	2	ounces boneless, cooked	170.56	1.04
Fried chicken breast (no skin)	1	medium breast	158.24	0.903
Fried chicken breast (no skin)	2	large breast	180.32	1.029
Fried chicken breast (no skin)	2	small breast	138	0.7875
Fried chicken breast (no skin)	2	ounces, cooked, skinned	191.36	1.092
Battered fried chicken breast	1	medium breast	365.4	4.256
Battered fried chicken breast	2	large breast	412.38	4.8032
Battered fried chicken breast	2	small breast	313.2	3.648
Battered fried chicken breast	2	ounces after cooking	295.974	3.44736
Battered fried chicken breast, no skin	1	medium breast	252.72	2.2356
Battered fried chicken breast, no skin	2	large breast	283.14	2.5047
Battered fried chicken breast, no skin	2	small breast	215.28	1.9044
Battered fried chicken breast, no skin	2	ounces after cooking	265.356	2.34738
Baked chicken dark meat (eat skin)	1	medium dark meat quarter	262.2	4.1952
Baked chicken dark meat (eat skin)	2	large dark meat quarter	342.7	5.4832
Baked chicken dark meat (eat skin)	2	small dark meat quarter	216.2	3.4592
Baked chicken dark meat (no skin)	1	medium dark meat quarter	179.55	2.1565
Baked chicken dark meat (no skin)	2	large dark meat quarter	241.92	2.9056
Baked chicken dark meat (no skin)	2	small dark meat quarter	153.09	1.8387
Baked chicken drumstick (no skin)	1	medium drumstick	75.24	0.6424
Baked chicken drumstick (no skin)	2	large drumstick	99.18	0.8468
Baked chicken drumstick (no skin)	2	small drumstick	58.14	0.4964
Fried chicken drumstick (battered)	1	medium drumstick	194.4	2.5776
Fried chicken drumstick (battered)	2	large drumstick	253.8	3.3652
Fried chicken drumstick (battered)	2	small drumstick	148.5	1.969
Baked chicken thigh (no skin)	1	medium thigh	107.64	1.56
Baked chicken thigh (no skin)	2	large thigh	144.9	2.1
Baked chicken thigh (no skin)	2	small thigh	95.22	1.38
Fried chicken thigh (eat skin)	1	medium thigh	158.1	2.6102
Fried chicken thigh (eat skin)	2	large thigh	214.2	3.5364
Fried chicken thigh (eat skin)	2	small thigh	140.25	2.3155
Fried chicken thigh (no skin)	1	medium thigh	111.28	1.2532
Fried chicken thigh (no skin)	2	large thigh	149.8	1.687
Fried chicken thigh (no skin)	2	small thigh	98.44	1.1086
Fried chicken thigh (battered)	1	medium thigh	239.08	3.6464
Fried chicken thigh (battered)	2	large thigh	325.26	4.9608
Fried chicken thigh (battered)	2	small thigh	211.28	3.2224
Fried chicken wing (no coating)	1	medium wing	101.76	1.8304
Fried chicken wing (no coating)	2	mini "drumette"	47.7	0.858
Fried chicken wing (no coating)	2	large wing	136.74	2.4596
Fried chicken wing (no coating)	2	small wing	89.04	1.6016
Fried chicken wing (battered)	1	medium wing	159.74	2.5725
Fried chicken wing (battered)	2	mini "drumette"	61.94	0.9975
Fried chicken wing (battered)	2	large wing	208.64	3.36
Fried chicken wing (battered)	2	small wing	136.92	2.205
Chicken patty or fillet (breaded)	1	patty	225.72	3.05672
Chicken patty or fillet (breaded)	2	fillet	299.97	4.06222
Chicken patty or fillet (breaded)	2	medium tender	47.52	0.64352
Chicken patty or fillet (breaded)	2	chicken strip	261.36	3.53936
Chicken nuggets	1	fast food order-6 nuggets	216.72	3.1608
Chicken nuggets	2	nugget	54.18	0.7902
Roasted turkey (white meat)	1	medium slice	43.68	0.2856
Roasted turkey (white meat)	2	thin slice	21.84	0.1428
Roasted turkey (white meat)	2	ounces after cooking	174.72	1.1424
Roasted turkey (white & dark meat)	1	medium slice	47.32	0.4564
Roasted turkey (white & dark meat)	2	thin slice	23.66	0.2282
Roasted turkey (white & dark meat)	2	ounces after cooking	189.28	1.8256
Ground turkey	1	medium patty (4 per pound)	139.8	2.016
Ground turkey	2	cup after cooking	147.955	2.1336
Ground turkey	2	large patty (3 per pound)	186.4	2.688
Ground turkey	2	small patty (5 per pound)	111.84	1.6128
Ground turkey	2	ounces after cooking	260.96	3.7632
Turkey bacon	1	medium slice, cooked	42.02	0.9119
Roasted duck	1	breast	255.36	7.3188
Roasted duck	2	drumstick and thigh	184.8	5.2965
Roasted duck	2	duck half	1283.52	36.7866
Roasted Cornish game hen	1	breast	284.9	5.522
Roasted Cornish game hen	2	hen	792.54	15.3612
Fried beef liver	1	slice	147.9	1.2495
Fried chicken liver	2	cup	372.4	4.718
Fried chicken liver	1	liver	58.52	0.7414
Chicken liver pate	1	slice	56.9835	1.134
Low fat hot dog	1	hot dog	92.34	2.2116
Hot dog (frankfurter)	1	hot dog	174.99	5.3523
Bratwurst	1	brat	281.35	8.602
Bologna	1	medium slice	85.96	2.8588
Low fat bologna	1	medium slice	64.4	2.0468
Pepperoni	1	slice	25.63	0.88495
Pepperoni	2	cup, sliced	118.83	4.10295
Polish sausage	1	cup, sliced	234.05	7.48205
Polish sausage	2	10" long sausage	351.85	11.24785
Breakfast sausage (brown & serve)	1	patty	106.92	3.4992
Breakfast sausage (brown & serve)	2	link	51.48	1.6848
Turkey sausage	1	medium slice (slice=1 oz)	58.52	1.2208
Vienna sausage	1	sausage	44.64	1.4848
Vienna sausage	2	can	315.27	10.4864
Deli ham (regular)	1	slice	45.36	0.756
Deli ham (regular)	2	cup	119.07	1.9845
Deli ham (regular)	2	shaved slice	27.54	0.459
Deli ham (extra lean)	1	slice	36.68	0.4536
Deli chicken or turkey loaf	1	slice	42.525	0.56984
Deli sliced turkey or chicken breast	1	slice	29.484	0.13608
Deli sliced turkey or chicken breast	2	cup, shaved slices	42.12	0.1944
Deli sliced roast beef	1	slice	50.1795	0.46778
Deli sliced roast beef	2	cup	123.9	1.155
Chicken salad spread	1	cup	208	3.588
Ham salad spread	1	cup	273.24	6.4009
Baked fish	1	fillet	142.38	0.7571
Baked fish	2	ounces after cooking	142.884	0.75978
Fried fish (breaded or battered)	1	fillet	266.66	3.082
Fried fish (breaded or battered)	2	ounces after cooking	225.666	2.6082
Baked battered fish fillet	1	patty or fillet	155.04	1.7955
Baked battered fish fillet	2	stick	46.24	0.5355
Baked battered fish fillet	2	ounces after cooking	154.224	1.78605
Fried breaded fish fillet	1	patty or fillet	125.97	1.2939
Fried breaded fish fillet	2	stick	37.57	0.3859
Fried breaded fish fillet	2	ounces after cooking	125.307	1.28709
Anchovy	1	2-ounce can, drained	94.5	0.99
Anchovy	2	ounces	119.07	1.2474
Baked or broiled catfish	1	fillet	115.92	1.638
Baked or broiled catfish	2	medium catfish	300.84	4.251
Baked or broiled catfish	2	ounces after cooking	208.656	2.9484
Fried catfish (breaded or battered)	1	fillet	182.25	2.7375
Fried catfish (breaded or battered)	2	medium catfish	473.85	7.1175
Fried catfish (breaded or battered)	2	ounces after cooking	275.562	4.1391
Baked or broiled cod	1	fillet	113.46	0.5859
Baked or broiled cod	2	ounces after cooking	138.348	0.71442
Fried cod (breaded or battered)	1	fillet	190.3	1.738
Fried cod (breaded or battered)	2	ounces after cooking	196.182	1.79172
Baked or broiled flounder	1	fillet	172.9	1.118
Baked or broiled flounder	2	ounces after cooking	150.822	0.97524
Baked or broiled perch	1	fillet	127.68	0.7104
Baked or broiled perch	2	ounces after cooking	150.822	0.83916
Baked or broiled salmon	1	steak	242.82	1.8602
Baked or broiled salmon	2	medium fillet	235.98	1.8078
Baked or broiled salmon	2	ounces after cooking	193.914	1.48554
Smoked salmon (lox)	1	slice or piece	23.4	0.186
Smoked salmon (lox)	2	ounce	33.1695	0.26366
Baked or broiled trout	1	medium trout	306.44	3.8142
Baked or broiled trout	2	ounces after cooking	213.192	2.65356
Baked or broiled tuna	1	steak	227.97	1.2069
Baked or broiled tuna	2	ounces after cooking	173.502	0.91854
Canned tuna (in oil)	1	can, drained	158.4	1.224
Canned tuna (in oil)	2	ounces	112.266	0.86751
Canned tuna (in water)	1	can, drained	96.86	0.19205
Canned tuna (in water)	2	ounces	65.772	0.13041
Fried whiting (floured or breaded)	1	fillet	190.53	2.0619
Fried whiting (floured or breaded)	2	ounces after cooking	248.346	2.68758
Fried calamari (fried squid)	1	cup	73.875	0.6975
Fried clams (battered)	1	cup (1 cup=8 medium clams)	111.18	1.2138
Steamed clams (oysters, mussels)	1	cup (1 cup=12 medium clams)	69	0.0825
Steamed clams (oysters, mussels)	2	quart, in shell	172.04	0.2057
Steamed crab (hard shell)	1	medium blue crab	48.48	0.1056
Steamed crab (hard shell)	2	Pacific crab	114.13	0.2486
Steamed crab (hard shell)	2	king crab leg	120.19	0.2618
Steamed crab (hard shell)	2	snow crab	54.54	0.1188
Steamed or boiled crayfish	1	cup, cooked	56.7	0.119
Steamed or boiled crayfish	2	ounces after cooking	45.36	0.0952
Steamed or boiled lobster	1	medium lobster tail	142.59	0.147
Steamed or boiled lobster	2	medium lobster	143.075	0.1475
Steamed or boiled lobster	2	ounces after cooking	109.998	0.1134
Fried oysters (breaded or battered)	1	large oyster	55.38	0.7696
Fried oysters (breaded or battered)	2	small oyster	17.04	0.2368
Fried oysters (breaded or battered)	2	ounces after cooking	241.542	3.35664
Baked or broiled scallops	1	cup, cooked	124.74	0.61425
Baked or broiled scallops	2	scallop	17.16	0.0845
Baked or broiled scallops	2	ounces after cooking	149.688	0.7371
Fried scallops (floured or breaded)	1	cup, cooked	145.39	1.4807
Fried scallops (floured or breaded)	2	scallop (0.6 oz)	34.72	0.3536
Fried scallops (floured or breaded)	2	ounces after cooking	246.078	2.50614
Baked, broiled, or sauteed shrimp	1	cup, cooked	111.65	0.68875
Baked, broiled, or sauteed shrimp	2	jumbo shrimp	15.40003	0.095
Baked, broiled, or sauteed shrimp	2	ounces after cooking	172.48	1.064
Baked, broiled, or sauteed shrimp	2	medium shrimp	77	0.475
Baked, broiled, or sauteed shrimp	2	small shrimp	61.6	0.38
Steamed or boiled shrimp	1	ounces after cooking	154.56	0.4816
Steamed or boiled shrimp	2	cup, cooked	100.05	0.31175
Steamed or boiled shrimp	2	jumbo shrimp	13.80003	0.043
Steamed or boiled shrimp	2	medium shrimp	69	0.215
Steamed or boiled shrimp	2	small shrimp	55.2	0.172
Fried shrimp (breaded or battered)	1	ounces after cooking	274.4	2.9008
Fried shrimp (breaded or battered)	2	cup, cooked	158.025	1.67055
Fried shrimp (breaded or battered)	2	extra large shrimp	61.2255	0.64724
Fried shrimp (breaded or battered)	2	medium shrimp	269.5	2.849
Fried shrimp (breaded or battered)	2	small shrimp	147	1.554
Spaghetti sauce (with meat)	1	cup	140.685	2.07915
Chili con carne (with beans)	1	cup	132.08	1.9939
Beef sloppy joe (no bun)	1	cup	185.74	3.5391
Salisbury steak with gravy	1	steak with gravy	218.01	4.773
Teriyaki steak with sauce	1	cup	226.92	2.806
Beef curry	1	cup	215.94	3.3748
Beef with BBQ sauce	1	cup	228.81	3.95815
Beef with BBQ sauce	2	slice with sauce	100.92	1.7458
Pork or ham with BBQ sauce	1	cup	236.7	4.1554
Pork or ham with BBQ sauce	2	slice with sauce	104.4	1.8328
Sweet & sour pork	1	cup	115.26	1.0622
Sausage gravy	1	cup	187.2	4.2
Chicken cacciatore	1	breast with sauce	382	5.18
Chicken cacciatore	2	cup	233.02	3.1598
Chicken cacciatore	2	thigh with sauce	238.75	3.2375
Chicken teriyaki	1	breast with sauce	190.72	0.9344
Chicken teriyaki	2	cup	181.78	0.8906
Chicken teriyaki	2	thigh with sauce	113.24	0.5548
Chicken with BBQ sauce	1	breast with sauce	233.7	3.0873
Chicken with BBQ sauce	2	cup	249.85	3.30065
Chicken with BBQ sauce	2	thigh with sauce	140.6	1.8574
Buffalo wing (chicken wing & sauce)	1	wing "drumette" with sauce	73.44	1.3488
Sweet & sour chicken	1	breast with sauce	356	1.64
Sweet & sour chicken	2	cup	112.14	0.5166
Sweet & sour chicken	2	thigh with sauce	222.5	1.025
Chicken curry	1	breast with sauce	248	2.7
Chicken curry	2	cup	146.32	1.593
Chicken curry	2	thigh with sauce	155	1.6875
Chicken cordon bleu	1	roll (breast,ham, sauce)	501.51	15.4804
Chicken Parmigiana	1	patty, sauce and cheese	323.96	5.2598
Chicken Parmigiana	2	breast, sauce and cheese	283.02	4.5951
Chicken Parmigiana	2	thigh with sauce	188.68	3.0634
Lemon chicken	1	cup	335.16	4.725
Corned beef hash	1	cup	180.4	4.752
Beef, tomato sauce & noodles	1	cup	276.39	2.3406
Beef stroganoff with noodles	1	cup	343.04	7.3472
Meatloaf or meatball, no sauce	1	medium slice	220.32	4.30488
Meatloaf or meatball, no sauce	2	large meatball	85.68	1.67412
Meatloaf or meatball, no sauce	2	medium meatball 	57.12	1.11608
Meatloaf or meatball, no sauce	2	ounces after cooking	231.336	4.52012
Meatloaf or meatballs & tomato sauce	1	medium slice	239.75	4.6443
Meatloaf or meatballs & tomato sauce	2	large meatball	92.75	1.7967
Meatloaf or meatballs & tomato sauce	2	medium meatball	63	1.2204
Meatloaf or meatballs & tomato sauce	2	ounces after cooking	198.45	3.84426
Chicken and rice with cream sauce	1	cup	177.32	1.8724
Chicken and rice with tomato sauce	1	cup	113.46	0.3172
Chicken and dumplings	1	cup	184.22	2.5254
Crab cake	1	cake	105.84	0.9639
Gefilte fish	1	piece	76.84	0.48212
Gefilte fish	2	cup 	128.255	0.80472
Gefilte fish	2	balls	46.33	0.29069
Imitation crabmeat	1	cup	71.82	0.0567
Tuna noodle casserole	1	cup	423.36	4.2112
Beef stew, potatoes & vegetables	1	cup	199.08	1.386
Stir-fried beef, veggies & noodles	1	cup	223.51	1.3237
Beef, veggies & noodles (tomato sauce)	1	cup	231.57	1.4691
Stuffed cabbage rolls (beef & rice)	1	roll	117.42	1.9673
Pork, veggies and noodles (tomato sauce)	1	cup	408.36	7.1961
Stir-fried pork, vegetables & rice	1	cup	245.21	2.7125
Sweet & sour pork on rice	1	cup	268.4	1.6104
Chicken, veggies & noodles (cream sauce)	1	cup	250.88	2.3744
Chicken chow mein with noodles	1	cup	275	2.398
Stir-fried chicken & veggies on rice	1	cup	234.36	2.8861
Chicken or turkey pot pie	1	8-ounce pie (4-5" across)	488.05	8.7849
Chicken or turkey pot pie	2	cup	541.8	9.7524
Chicken or turkey pot pie	2	16-ounce pie (Hungry Man)	976.1	17.5698
Gumbo (with rice, New Orleans type)	1	cup	192.76	1.6104
Jambalaya (with meat & rice)	1	cup	392.84	6.1732
Greens with ham or pork	1	cup	38.88	0.576
Stir-fried chicken and vegetables	1	cup	89.91	0.8505
General Tso chicken	1	cup	148.19	2.0002
Kung Pao chicken	1	cup	217.08	2.592
Chicken salad (with celery, mayo)	1	cup	208.39	2.821
Tuna salad (with celery, mayo)	1	cup	191.36	1.7992
Seafood salad (with tomatoes, dressing)	1	cup	163.28	1.5808
Tuna egg salad (with celery, mayo)	1	cup	203.84	2.2776
Stir-fried shrimp and vegetables	1	cup	79.38	0.5184
Chef salad, no dressing	1	cup	71.44	1.9228
Chef salad, no dressing	2	fast food order	253.8	6.831
Chopped chicken liver	1	cup	117.52	2.78148
Liver and onions	1	slice with onions	177.32	1.3156
Cheeseburger, plain on bun	1	cheeseburger	316.72	6.0776
Quarter pound cheeseburger on bun	1	quarter pound burger	552	12.8064
Double cheeseburger on double deck bun	1	double cheeseburger	620.48	11.648
